1,0,0,0
0.5,0.5,0.5,0.5
-0.5,0.5,0.5,0.5
6.12323399573677e-17,0.707106781186547,0.707106781186547,8.65956056235493e-17
-0.707106781186547,1.5432010527429e-16,0.707106781186548,9.88089540430325e-17
-0.707106781186547,-0.707106781186547,2.34257953344514e-16,1.22133484194832e-17
0.707106781186548,0,0,0.707106781186547
1.11022302462516e-16,0.707106781186547,3.92523114670944e-17,0.707106781186548
-0.707106781186547,0.707106781186547,5.55111512312578e-17,2.68031548330893e-16
-1.7934537145593e-17,1,8.86511592917583e-17,1.04530142769142e-16
-0.5,0.5,0.5,-0.5
-0.5,-0.5,0.5,-0.5
6.12323399573677e-17,0,0,1
-0.5,0.5,-0.5,0.5
-0.5,0.5,-0.5,-0.5
-8.65956056235493e-17,0.707106781186547,-0.707106781186547,6.12323399573677e-17
-1.42106756854807e-16,0.707106781186548,-1.11022302462516e-16,-0.707106781186547
-5.55111512312578e-17,1.9096015053274e-16,0.707106781186547,-0.707106781186547
-0.707106781186547,0,0,0.707106781186548
-0.707106781186548,7.17699909954213e-17,-0.707106781186547,1.34015774165447e-16
-3.0054922785922e-16,5.55111512312578e-17,-0.707106781186547,-0.707106781186547
-1.04530142769142e-16,1.00875766104946e-16,-1,-1.7934537145593e-17
0.5,0.5,-0.5,-0.5
0.5,0.5,0.5,-0.5
