1,0,0,0
6.12323399573677e-17,0.866025403784439,-0.5,6.12323399573676e-17
0.866025403784439,0,0,0.5
2.24125919575615e-17,0.5,-0.866025403784439,8.36449319149292e-17
0.5,0,0,0.866025403784439
-2.24125919575615e-17,4.14340873563388e-16,-1,8.36449319149292e-17
6.12323399573677e-17,0,0,1
-6.12323399573676e-17,-0.5,-0.866025403784439,6.12323399573677e-17
-0.5,0,0,0.866025403784439
-8.36449319149292e-17,-0.866025403784438,-0.5,2.24125919575615e-17
-0.866025403784438,0,0,0.5
-8.36449319149292e-17,-1,-6.21511310345082e-16,-2.24125919575615e-17
